A,code,name,price,RF,涨跌额,volumn,成交额,振幅,最高,最低,今开,昨收,量比,,turnover,PE,市净率,B,C,D,E,F,G,H,I
2,000415,渤海金控,3.67,0.04,1.10,174956,64281291,2.20,3.71,3.63,3.63,3.63,0.00,0.84,0.49,8.80,0.69,22697193577,13020712648,-36.51%,-38.01%,0.00,1996-07-16,2018-09-07 15:00:00,174956
2,002718,友邦吊顶,26.70,0.29,1.10,2330,6216806,1.97,26.88,26.36,26.41,26.41,0.00,0.80,0.90,22.13,2.06,2339771423,695051376,-28.23%,-41.55%,0.00,2014-01-28,2018-09-07 15:00:00,2330
2,002269,美邦服饰,2.75,0.03,1.10,30772,8453468,1.84,2.77,2.72,2.73,2.72,0.36,0.78,0.12,65.04,2.39,6909375000,6909375000,-7.09%,-16.16%,-,2008-08-28,2018-09-07 15:00:00,30772
1,603817,海峡环保,7.36,0.08,1.10,12623,9302276,5.77,7.64,7.22,7.25,7.28,-0.41,1.58,0.70,32.80,2.28,3312000060,1324800024,-19.3%,-43.43%,-0.14,2017-02-20,2018-09-07 15:00:00,12623
1,600422,昆药集团,7.41,0.08,1.09,19489,14420584,1.77,7.47,7.34,7.35,7.33,0.41,0.74,0.29,16.13,1.58,5825724815,5008125698,-8.74%,-19.54%,0.27,2000-12-06,2018-09-07 15:00:00,19489
2,000683,远兴能源,2.77,0.03,1.09,239608,66152384,1.46,2.78,2.74,2.74,2.74,0.36,0.81,0.85,8.44,1.17,11015328712,7846877663,-7.36%,-7.97%,0.00,1997-01-31,2018-09-07 15:00:00,239608
1,600160,巨化股份,7.43,0.08,1.09,107778,79995404,2.31,7.50,7.33,7.37,7.35,0.54,0.97,0.41,9.64,1.75,20396583674,19752060619,-4.99%,-32.21%,0.27,1998-06-26,2018-09-07 15:00:00,107778
2,000555,神州信息,12.03,0.13,1.09,167202,202010870,5.55,12.36,11.70,11.92,11.90,0.25,1.58,1.79,23.13,2.25,11590077957,11247019212,10.37%,0.75%,0.00,1994-04-08,2018-09-07 15:00:00,167202
2,002492,恒基达鑫,5.58,0.06,1.09,46220,25811937,2.17,5.64,5.52,5.52,5.52,0.00,1.53,1.16,34.18,1.85,2259899969,2221575101,-24.49%,-24.8%,0.00,2010-11-02,2018-09-07 15:00:00,46220
2,002125,湘潭电化,7.51,0.08,1.08,13257,9904968,2.42,7.53,7.35,7.35,7.43,0.67,1.11,0.51,42.72,2.29,2595455966,1944717451,-3.84%,-27.09%,0.13,2007-04-03,2018-09-07 15:00:00,13257
2,002077,大港股份,4.70,0.05,1.08,142395,66580413,2.80,4.74,4.61,4.64,4.65,0.43,0.79,2.68,-,0.71,2727637900,2499064723,-46.77%,-68.44%,0.00,2006-11-16,2018-09-07 15:00:00,142395
1,600519,贵州茅台,650.97,6.97,1.08,29240,1903829728,2.00,658.03,645.14,645.50,644.00,0.15,0.80,0.23,25.94,8.76,817747045063,817747050271,-15.82%,-7.51%,0.14,2001-08-27,2018-09-07 15:00:00,29240
1,600763,通策医疗,52.31,0.56,1.08,39284,206613115,5.66,53.78,50.85,52.00,51.75,0.29,1.11,1.23,62.18,15.00,16772678840,16772678840,17.18%,63.06%,0.04,1996-10-30,2018-09-07 15:00:00,39284
1,600370,三房巷,2.81,0.03,1.08,18921,5292003,2.16,2.82,2.76,2.80,2.78,0.00,1.09,0.24,36.23,1.74,2240256241,2240256224,0.36%,-11.64%,0.00,2003-03-06,2018-09-07 15:00:00,18921
2,300294,博雅生物,30.89,0.33,1.08,7766,24083212,2.32,31.30,30.59,30.82,30.56,-0.19,1.04,0.24,35.05,3.91,13385404754,10075432123,-6.79%,-1.78%,0.19,2012-03-08,2018-09-07 15:00:00,7766
2,300203,聚光科技,24.35,0.26,1.08,32455,78852563,2.91,24.64,23.94,24.09,24.09,-0.20,1.04,0.72,32.62,3.50,11018798863,10997870135,1.97%,-34.58%,-,2011-04-15,2018-09-07 15:00:00,32455
1,603816,顾家家居,48.01,0.51,1.07,11088,53210776,3.24,48.65,47.11,48.00,47.50,1.44,0.78,1.24,21.29,4.98,20543046192,4277690850,-31.43%,-17.95%,1.31,2016-10-14,2018-09-07 15:00:00,11088
1,600197,伊力特,17.88,0.19,1.07,58185,104400191,3.11,18.20,17.65,17.76,17.69,0.17,1.25,1.32,18.29,3.47,7885079630,7885079630,-27.67%,-23.1%,0.11,1999-09-16,2018-09-07 15:00:00,58185
2,002343,慈文传媒,12.27,0.13,1.07,75292,93039459,6.26,12.75,11.99,12.62,12.14,0.00,0.83,2.30,15.09,2.11,5827632865,4022154837,-55.05%,-65.75%,0.00,2010-01-26,2018-09-07 15:00:00,75292
2,002374,丽鹏股份,3.78,0.04,1.07,61450,23202426,1.87,3.81,3.74,3.81,3.74,0.00,0.99,0.84,43.33,1.03,3316675804,2778564458,-2.58%,-31.4%,0.00,2010-03-18,2018-09-07 15:00:00,61450
2,002847,盐津铺子,25.82,0.27,1.06,28386,73811943,6.14,26.93,25.36,25.50,25.55,-0.31,0.85,7.87,40.86,5.25,3201679962,931289640,-19.34%,-2.57%,0.00,2017-02-08,2018-09-07 15:00:00,28386
2,002538,司尔特,4.75,0.05,1.06,93007,44186447,2.77,4.79,4.66,4.72,4.70,-0.21,0.98,1.33,16.69,1.03,3411071344,3317714640,-17.82%,-46.99%,-0.21,2011-01-18,2018-09-07 15:00:00,93007
2,000613,大东海A,7.61,0.08,1.06,73502,56166788,3.45,7.73,7.47,7.63,7.53,-0.13,0.68,2.77,1080.52,35.33,2770801049,2021563051,-27.59%,-2.44%,0.13,1997-01-28,2018-09-07 15:00:00,73502
1,601933,永辉超市,7.62,0.08,1.06,268750,205483287,2.79,7.74,7.53,7.55,7.54,0.13,1.02,0.33,39.06,3.95,72926920168,61989249660,-8.74%,-24.4%,0.13,2010-12-15,2018-09-07 15:00:00,268750
2,300668,杰恩设计,19.02,0.20,1.06,6790,12913089,1.70,19.14,18.82,19.00,18.82,-0.16,0.72,1.73,25.64,5.54,2004708048,744737647,-76.16%,-73.45%,-0.16,2017-06-19,2018-09-07 15:00:00,6790
2,000659,珠海中富,2.90,0.03,1.05,91319,26376032,1.39,2.91,2.87,2.88,2.87,0.69,0.79,0.71,238.67,5.60,3728537431,3728537454,-7.64%,-37.23%,0.35,1996-12-03,2018-09-07 15:00:00,91319
2,002839,张家港行,5.75,0.06,1.05,182922,105313181,2.81,5.83,5.67,5.70,5.69,0.00,1.34,2.17,12.63,1.19,10393278324,4852251488,-13.27%,-50.47%,0.17,2017-01-24,2018-09-07 15:00:00,182922
1,600281,太化股份,3.84,0.04,1.05,24906,9633231,3.42,3.93,3.80,3.85,3.80,-0.26,1.07,0.48,-,3.78,1975303732,1975303759,2.13%,-31.31%,0.00,2000-11-09,2018-09-07 15:00:00,24906
2,300175,朗源股份,3.86,0.04,1.05,17789,6874157,1.83,3.90,3.83,3.83,3.82,-0.26,1.06,0.39,119.66,2.39,1817287951,1781815663,-19.08%,-48.74%,-0.26,2011-02-15,2018-09-07 15:00:00,17789
2,300679,电连技术,26.96,0.28,1.05,11893,32121002,2.77,27.36,26.62,26.65,26.68,-0.04,0.93,1.18,23.76,1.80,5823359802,2723474763,-39.77%,-70.81%,-0.04,2017-07-31,2018-09-07 15:00:00,11893
1,600379,宝光股份,6.83,0.07,1.04,4276,2906518,1.78,6.84,6.72,6.73,6.76,0.00,0.61,0.18,37.88,3.18,1610911898,1610911898,-8.08%,-38.69%,0.00,2002-01-16,2018-09-07 15:00:00,4276
2,002287,奇正藏药,27.33,0.28,1.04,4003,10912981,1.11,27.37,27.07,27.08,27.05,0.29,1.10,0.10,29.18,6.40,11095979969,11095979969,-7.36%,-21.13%,0.11,2009-08-28,2018-09-07 15:00:00,4003
2,002165,红宝丽,3.89,0.04,1.04,11284,4369426,1.56,3.90,3.84,3.84,3.85,0.78,0.62,0.21,113.12,1.58,2342006111,2051460953,-13.36%,-36.75%,0.26,2007-09-13,2018-09-07 15:00:00,11284
1,603106,恒银金融,13.65,0.14,1.04,22794,31177119,3.03,13.88,13.47,13.47,13.51,0.29,0.73,2.96,46.37,2.59,4204199883,1051049971,-34.28%,-44.78%,0.29,2017-09-20,2018-09-07 15:00:00,22794
2,002080,中材科技,7.80,0.08,1.04,28690,22370519,2.20,7.89,7.72,7.77,7.72,0.26,1.05,0.45,13.10,1.12,10068741755,4992000122,-13.04%,-71.14%,0.00,2006-11-20,2018-09-07 15:00:00,28690
2,002640,跨境通,13.62,0.14,1.04,20968,28500348,2.97,13.80,13.40,13.57,13.48,0.67,0.57,0.21,20.93,3.04,21220522736,13424907661,-17.4%,-29.87%,0.81,2011-12-08,2018-09-07 15:00:00,20968
2,000691,亚太实业,3.89,0.04,1.04,53104,20855608,6.49,4.07,3.82,3.82,3.85,-0.26,2.71,1.83,-,17.41,1257520334,1129991753,-32.7%,-50.7%,-0.26,1997-02-28,2018-09-07 15:00:00,53104
2,000778,新兴铸管,4.85,0.05,1.04,243158,118471963,2.92,4.94,4.80,4.83,4.80,0.21,0.90,0.62,8.53,0.98,19355768473,19017089798,4.75%,-9.01%,0.21,1997-06-06,2018-09-07 15:00:00,243158
2,002737,葵花药业,18.69,0.19,1.03,21477,40309133,2.92,19.04,18.50,18.51,18.50,0.21,0.86,0.42,19.30,3.65,10914960312,9658595151,-11.34%,-40.74%,0.16,2014-12-30,2018-09-07 15:00:00,21477
1,601880,大连港,1.96,0.02,1.03,100504,19615614,1.03,1.96,1.94,1.94,1.94,0.00,1.35,0.13,71.73,1.43,25273291050,15162207558,-3.92%,-30.25%,0.00,2010-12-06,2018-09-07 15:00:00,100504
1,603259,药明康德,88.00,0.90,1.03,85738,761404320,4.71,90.60,86.50,86.92,87.10,-0.02,1.44,8.23,36.05,9.17,91694728928,9169472928,-12.46%,182.96%,-,2018-05-08,2018-09-07 15:00:00,85738
2,300395,菲利华,15.64,0.16,1.03,34707,54335752,4.78,15.93,15.19,15.48,15.48,0.13,1.01,1.30,29.59,4.93,4679003263,4188446378,6.25%,-6.52%,-0.06,2014-09-10,2018-09-07 15:00:00,34707
1,601231,环旭电子,8.79,0.09,1.03,33651,29582085,3.45,8.92,8.62,8.75,8.70,-0.11,1.20,0.15,24.39,2.22,19126368185,19126368220,-14.99%,-44.23%,-0.11,2012-02-20,2018-09-07 15:00:00,33651
2,300555,路通视信,8.81,0.09,1.03,18693,16574198,3.10,8.95,8.68,8.68,8.72,-0.11,0.93,2.01,82.17,2.78,1762000084,819463176,-16.25%,-29.07%,-0.11,2016-10-18,2018-09-07 15:00:00,18693
2,002304,洋河股份,110.33,1.13,1.03,62961,696910112,3.94,112.80,108.50,110.26,109.20,-0.15,1.27,0.51,16.61,5.44,166265988799,137256240020,-22.85%,-4.89%,-0.08,2009-11-06,2018-09-07 15:00:00,62961
2,002471,中超控股,2.93,0.03,1.03,58696,17212107,1.72,2.96,2.91,2.91,2.90,0.00,0.91,0.47,22.97,1.99,3715240085,3682872772,-6.39%,-28.01%,0.34,2010-09-10,2018-09-07 15:00:00,58696
1,600258,首旅酒店,17.84,0.18,1.02,79048,141741305,3.34,18.17,17.58,17.74,17.66,-0.22,1.41,1.27,25.68,2.29,17463420977,11143030792,-34.72%,-33.23%,-0.11,2000-06-01,2018-09-07 15:00:00,79048
2,000876,新希望,5.92,0.06,1.02,75230,44615283,1.71,5.97,5.87,5.89,5.86,-0.34,0.89,0.18,14.75,1.24,24958809175,24718514566,-10.3%,-21.49%,-0.17,1998-03-11,2018-09-07 15:00:00,75230
2,300501,海顺新材,18.82,0.19,1.02,2848,5343383,2.25,18.92,18.50,18.55,18.63,0.75,1.23,0.79,25.48,3.08,1898715893,678671773,-15.98%,-47.39%,0.59,2016-02-04,2018-09-07 15:00:00,2848
2,002859,洁美科技,33.76,0.34,1.02,11641,39473406,2.84,34.35,33.40,33.45,33.42,0.00,0.63,1.07,40.95,6.12,8632431571,3661685479,-4.23%,-7.94%,0.00,2017-04-07,2018-09-07 15:00:00,11641
1,603828,柯利达,7.93,0.08,1.02,8104,6400562,3.44,7.98,7.71,7.85,7.85,-0.63,1.00,0.19,39.31,3.10,3404308785,3340115928,-5.71%,-19.25%,0.00,2015-02-26,2018-09-07 15:00:00,8104
2,002345,潮宏基,5.95,0.06,1.02,34392,20467655,2.38,6.02,5.88,5.91,5.89,0.51,0.66,0.39,16.12,1.54,5387205434,5228260168,-35.88%,-40.5%,0.51,2010-01-28,2018-09-07 15:00:00,34392
1,603136,天目湖,29.78,0.30,1.02,4553,13536116,2.14,30.03,29.40,29.54,29.48,0.30,0.84,2.28,24.30,3.09,2382400055,595600014,-19.54%,-29.5%,0.03,2017-09-27,2018-09-07 15:00:00,4553
2,300683,海特生物,27.60,0.28,1.02,7110,19691679,3.11,28.05,27.20,27.20,27.32,0.15,1.05,1.50,30.70,1.73,2852599143,1312519122,-43.65%,-49.62%,0.04,2017-08-08,2018-09-07 15:00:00,7110
2,002062,宏润建设,4.02,0.04,1.01,15120,6057011,1.26,4.02,3.97,3.98,3.98,0.00,0.64,0.16,14.51,1.56,4432049979,3853594944,5.24%,-25.56%,0.00,2006-08-16,2018-09-07 15:00:00,15120
1,603012,创力集团,7.01,0.07,1.01,33466,23399815,1.44,7.03,6.93,6.93,6.94,0.14,0.95,0.53,22.54,1.70,4462285746,4462285746,8.85%,-6.16%,0.00,2015-03-20,2018-09-07 15:00:00,33466
1,600221,海航控股,2.00,0.02,1.01,403563,80557892,1.52,2.01,1.98,1.98,1.98,0.00,0.74,0.25,30.64,0.64,33612240660,32872005632,-36.91%,-37.3%,-,1999-11-25,2018-09-07 15:00:00,403563
1,600643,爱建集团,9.00,0.09,1.01,47115,42473975,2.24,9.11,8.91,8.91,8.91,0.11,0.69,0.33,13.52,1.61,14597302068,12906527184,-5.36%,-18.26%,-,1993-04-26,2018-09-07 15:00:00,47115
1,603298,杭叉集团,12.04,0.12,1.01,10098,12163759,2.35,12.18,11.90,11.90,11.92,0.42,1.04,0.59,11.81,2.06,7451004304,2053851087,-9.54%,-26.99%,0.17,2016-12-27,2018-09-07 15:00:00,10098
2,300637,扬帆新材,24.02,0.24,1.01,12400,29857289,2.90,24.39,23.70,23.80,23.78,0.29,0.82,1.93,22.14,4.83,2968343617,1542948749,2.96%,13.04%,0.38,2017-04-12,2018-09-07 15:00:00,12400
2,000937,冀中能源,4.02,0.04,1.01,83558,33666202,2.01,4.07,3.99,4.00,3.98,0.25,0.97,0.29,11.74,0.72,14204858270,11684531301,-9.46%,-32.66%,0.00,1999-09-09,2018-09-07 15:00:00,83558
2,300207,欣旺达,8.99,0.09,1.01,98160,89172371,3.60,9.23,8.91,8.92,8.90,-0.11,0.82,0.87,31.52,2.57,13922583401,10170420256,-6.35%,-12.29%,0.00,2011-04-21,2018-09-07 15:00:00,98160
1,601600,中国铝业,4.00,0.04,1.01,558926,222872323,2.53,4.04,3.94,3.96,3.96,0.25,0.74,0.51,35.14,1.22,59615192944,43839329280,-2.44%,-45.05%,-,2007-04-30,2018-09-07 15:00:00,558926
2,300481,濮阳惠成,12.06,0.12,1.01,21697,26187781,2.51,12.21,11.91,11.95,11.94,0.25,0.89,0.90,29.64,4.42,3100191948,2894400101,-2.74%,-47.2%,0.17,2015-06-30,2018-09-07 15:00:00,21697
1,600222,太龙药业,4.06,0.04,1.00,16091,6536425,1.74,4.10,4.03,4.03,4.02,0.00,0.88,0.28,421.63,1.57,2329978276,2301528610,-13.43%,-24.54%,0.25,1999-11-05,2018-09-07 15:00:00,16091
1,600017,日照港,3.04,0.03,1.00,97814,29572818,1.33,3.04,3.00,3.01,3.01,0.33,0.86,0.32,13.17,0.86,9349987702,9349987702,-11.88%,-22.25%,0.33,2006-10-17,2018-09-07 15:00:00,97814
1,603108,润达医疗,10.08,0.10,1.00,24714,25044631,2.51,10.22,9.97,9.98,9.98,0.00,1.14,0.49,20.24,2.45,5841703472,5123483650,-24.83%,-21%,-0.10,2015-05-27,2018-09-07 15:00:00,24714
1,600565,迪马股份,3.04,0.03,1.00,109898,33272831,1.66,3.04,2.99,3.00,3.01,0.00,0.94,0.46,20.05,1.01,7337974051,7201079825,-5.59%,-24.75%,0.00,2002-07-23,2018-09-07 15:00:00,109898
1,600229,城市传媒,7.10,0.07,1.00,8184,5810615,1.85,7.15,7.02,7.04,7.03,0.28,0.69,0.12,15.57,2.10,4984881604,4984881647,-10.24%,-9.09%,0.14,2000-03-09,2018-09-07 15:00:00,8184
1,603022,新通联,8.10,0.08,1.00,12508,10164881,3.24,8.25,7.99,7.99,8.02,0.00,0.58,0.63,37.30,2.70,1620000076,1620000076,-11.57%,-34.47%,-0.25,2015-05-18,2018-09-07 15:00:00,12508
2,002890,弘宇股份,20.25,0.20,1.00,6629,13415363,2.39,20.48,20.00,20.00,20.05,0.30,1.15,1.68,28.07,2.57,1350067500,799979551,-34.85%,-40.49%,0.15,2017-08-02,2018-09-07 15:00:00,6629
2,000928,中钢国际,5.11,0.05,0.99,135475,68675333,2.77,5.12,4.98,5.03,5.06,0.00,1.24,1.82,13.59,1.40,6421547801,3797538869,2.4%,-22.34%,-0.20,1999-03-12,2018-09-07 15:00:00,135475
2,300329,海伦钢琴,8.16,0.08,0.99,18278,14956038,2.35,8.27,8.08,8.15,8.08,-0.12,0.72,0.73,33.71,2.39,2050525382,2047220583,-2.97%,-7.69%,0.12,2012-06-19,2018-09-07 15:00:00,18278
2,000836,鑫茂科技,4.07,0.04,0.99,90763,36825370,2.73,4.13,4.02,4.05,4.03,0.99,1.21,0.75,62.56,2.78,4918412969,4918383698,-18.92%,-2.86%,0.74,1997-09-29,2018-09-07 15:00:00,90763
2,000985,大庆华科,13.30,0.13,0.99,5970,7942231,3.26,13.44,13.01,13.16,13.17,0.23,0.62,0.46,-,3.27,1724205375,1724205375,-11.51%,-36.33%,0.00,2000-07-26,2018-09-07 15:00:00,5970
1,603357,设计总院,18.37,0.18,0.99,26094,48038775,2.58,18.58,18.11,18.25,18.19,0.22,0.82,1.64,12.12,3.04,5964249822,2914829683,-12.23%,-16.23%,0.00,2017-08-01,2018-09-07 15:00:00,26094
2,000886,海南高速,4.12,0.04,0.98,66965,27480898,1.96,4.14,4.06,4.11,4.08,0.00,1.17,0.69,27.28,1.55,4073972483,3977212819,-21.97%,-43.95%,0.00,1998-01-23,2018-09-07 15:00:00,66965
1,601390,中国中铁,7.18,0.07,0.98,245434,176008484,1.97,7.22,7.08,7.10,7.11,0.14,1.26,0.13,8.59,1.10,164022081157,133813022204,-6.51%,-15.63%,-0.14,2007-12-03,2018-09-07 15:00:00,245434
1,603987,康德莱,6.18,0.06,0.98,10071,6209229,1.63,6.21,6.11,6.12,6.12,0.16,1.19,0.38,21.62,2.28,2729143544,1644498140,-42.46%,-49.22%,0.00,2016-11-21,2018-09-07 15:00:00,10071
2,002817,黄山胶囊,18.47,0.18,0.98,4075,7538239,2.46,18.70,18.25,18.35,18.29,-0.05,1.01,0.98,38.84,2.36,1600794840,767243771,-25.67%,-39.9%,0.00,2016-10-25,2018-09-07 15:00:00,4075
2,300356,光一科技,5.17,0.05,0.98,35554,18356921,3.32,5.23,5.06,5.12,5.12,0.00,0.67,0.96,59.10,2.04,2144772567,1905783875,-15.66%,-32.77%,0.00,2012-10-09,2018-09-07 15:00:00,35554
1,603128,华贸物流,6.18,0.06,0.98,115093,71135906,3.27,6.29,6.09,6.11,6.12,0.49,0.88,1.21,17.22,1.62,6254396848,5900691621,-7.49%,-25.27%,0.49,2012-05-29,2018-09-07 15:00:00,115093
2,000932,华菱钢铁,9.27,0.09,0.98,413844,384958064,2.40,9.40,9.18,9.33,9.18,0.22,1.10,1.37,4.06,2.03,27955077112,27952014666,0%,8.8%,0.11,1999-08-03,2018-09-07 15:00:00,413844
2,000514,渝开发,4.11,0.04,0.98,19475,7978192,1.23,4.12,4.07,4.07,4.07,0.24,1.06,0.23,106.86,1.16,3467898779,3467898758,-29.38%,-35.98%,0.00,1993-07-12,2018-09-07 15:00:00,19475
1,600506,香梨股份,10.33,0.10,0.98,17561,18119756,3.13,10.45,10.13,10.14,10.23,0.00,0.70,1.19,-,5.56,1525811987,1525811987,-31.54%,-23.88%,0.10,2001-12-26,2018-09-07 15:00:00,17561
1,600805,悦达投资,5.13,0.05,0.98,19067,9794346,2.17,5.19,5.08,5.08,5.08,0.39,0.82,0.22,21.79,0.71,4365088852,4361912776,-4.29%,-16.86%,0.20,1994-01-03,2018-09-07 15:00:00,19067
2,002005,德豪润达,3.11,0.03,0.97,72310,22467155,2.27,3.14,3.07,3.08,3.08,-0.64,0.82,0.57,136.48,0.91,5488279015,3938503867,-34.53%,-20.66%,-0.32,2004-06-25,2018-09-07 15:00:00,72310
2,300400,劲拓股份,15.60,0.15,0.97,10867,16896397,2.98,15.76,15.30,15.69,15.45,0.13,0.62,0.70,36.64,6.84,3797820093,2437609072,16.59%,15.64%,0.13,2014-10-10,2018-09-07 15:00:00,10867
1,603367,辰欣药业,18.80,0.18,0.97,41137,77816020,3.87,19.28,18.56,18.70,18.62,0.11,1.17,4.11,18.12,2.19,8523036054,1879999924,-20.41%,-6.05%,0.05,2017-09-29,2018-09-07 15:00:00,41137
1,600141,兴发集团,11.44,0.11,0.97,54774,63190614,3.53,11.73,11.33,11.35,11.33,0.18,0.94,0.91,22.53,1.27,8318948367,6873895805,-2.64%,-35.87%,0.00,1999-06-16,2018-09-07 15:00:00,54774
2,000922,*ST佳电,6.23,0.06,0.97,16071,10039405,1.94,6.30,6.18,6.20,6.17,-0.16,0.98,0.33,10.11,1.79,3052035754,3023437151,-5.89%,-26.71%,0.00,1999-06-18,2018-09-07 15:00:00,16071
1,603056,德邦股份,20.82,0.20,0.97,48173,101126769,4.17,21.49,20.63,20.63,20.62,0.05,1.23,4.82,32.58,5.50,19987199707,2081999969,-23.34%,198.71%,-0.05,2018-01-16,2018-09-07 15:00:00,48173
2,300565,科信技术,13.59,0.13,0.97,31294,43080918,5.20,14.10,13.40,13.40,13.46,0.30,1.02,4.36,81.94,3.82,2826720032,975925091,-27.48%,-38.56%,0.30,2016-11-22,2018-09-07 15:00:00,31294
2,002481,双塔食品,3.13,0.03,0.97,51500,16133060,1.94,3.16,3.10,3.11,3.10,-0.32,0.69,0.46,29.43,1.54,3954410845,3527909667,-32.4%,-38.75%,0.00,2010-09-21,2018-09-07 15:00:00,51500
2,000607,华媒控股,4.15,0.04,0.97,20083,8324334,1.70,4.17,4.10,4.12,4.11,-0.24,1.37,0.23,61.85,2.34,4223448499,3672168952,-10.94%,-32.3%,-0.24,1996-08-30,2018-09-07 15:00:00,20083
1,600509,天富能源,4.15,0.04,0.97,26899,11132259,1.22,4.16,4.11,4.11,4.11,0.48,1.16,0.30,269.06,0.74,4778372430,3758640943,-13.72%,-40.2%,0.24,2002-02-28,2018-09-07 15:00:00,26899
2,300709,精研科技,31.38,0.30,0.97,4880,15347398,2.73,31.78,30.93,31.33,31.08,-0.03,1.23,2.22,-,2.27,2761439926,690359982,-37.94%,-56.72%,0.00,2017-10-19,2018-09-07 15:00:00,4880
2,002889,东方嘉盛,26.33,0.25,0.96,20613,54508551,3.07,26.87,26.07,26.22,26.08,0.27,1.16,5.54,23.96,2.65,3636210615,979526788,-28.02%,-7.61%,0.27,2017-07-31,2018-09-07 15:00:00,20613
2,002828,贝肯能源,14.72,0.14,0.96,51635,75583028,4.94,15.00,14.28,14.28,14.58,-0.20,0.85,5.24,74.15,3.22,3012889655,1451642266,-12.38%,-37.81%,0.00,2016-12-08,2018-09-07 15:00:00,51635
2,300497,富祥股份,17.85,0.17,0.96,7793,13887024,2.71,18.08,17.60,17.69,17.68,0.17,0.94,0.63,15.19,4.02,4009476011,2199658689,-56.82%,-51%,-0.17,2015-12-22,2018-09-07 15:00:00,7793
2,000027,深圳能源,5.24,0.05,0.96,37743,19811439,1.93,5.30,5.20,5.20,5.19,0.00,0.61,0.10,19.34,0.99,20773935061,20773935077,-2.78%,-14.1%,0.00,1993-09-03,2018-09-07 15:00:00,37743
2,300636,同和药业,18.91,0.18,0.96,1924,3627931,5.61,19.10,18.05,18.98,18.73,0.48,0.78,0.46,39.03,2.35,1539179438,790647535,-20.71%,-38.86%,0.75,2017-03-31,2018-09-07 15:00:00,1924
2,002798,帝欧家居,30.54,0.29,0.96,19046,58434639,4.30,31.10,29.80,30.32,30.25,-0.07,1.15,3.47,21.98,2.33,6924051943,1676103629,-6.89%,-44.46%,0.13,2016-05-25,2018-09-07 15:00:00,19046
1,600970,中材国际,6.34,0.06,0.96,159125,100954179,2.71,6.41,6.24,6.28,6.28,0.16,0.67,0.95,8.59,1.41,11121995531,10671556120,-10.96%,-37.54%,0.16,2005-04-12,2018-09-07 15:00:00,159125
2,000698,沈阳化工,4.19,0.04,0.96,38170,15978794,2.65,4.25,4.14,4.14,4.15,0.00,1.09,0.88,25.39,0.77,3433765362,1811558324,-9.89%,-30.51%,0.00,1997-02-20,2018-09-07 15:00:00,38170
2,002917,金奥博,24.30,0.23,0.96,19439,47637288,3.57,24.98,24.12,24.35,24.07,0.00,1.03,6.88,43.45,4.44,2747357914,686960978,-34.2%,-32.44%,-0.04,2017-12-08,2018-09-07 15:00:00,19439
1,603898,好莱客,22.01,0.21,0.96,6086,13466956,2.66,22.36,21.78,21.99,21.80,0.32,0.77,0.56,19.46,3.41,7048994998,2390171265,-23.36%,-27.29%,0.00,2015-02-17,2018-09-07 15:00:00,6086
2,002799,环球印务,12.62,0.12,0.96,6765,8532656,2.72,12.76,12.42,12.53,12.50,-0.16,0.76,0.88,70.22,3.56,1892999983,970162491,-21.22%,-42.97%,0.00,2016-06-08,2018-09-07 15:00:00,6765
2,000959,首钢股份,4.24,0.04,0.95,56615,24065794,1.67,4.28,4.21,4.24,4.20,-0.24,0.69,0.19,7.87,0.84,22427010693,12578069832,-0.24%,-30.72%,0.00,1999-12-16,2018-09-07 15:00:00,56615
1,603919,金徽酒,14.91,0.14,0.95,5892,8821286,3.05,15.23,14.78,14.87,14.77,-0.53,0.68,0.51,17.22,2.86,5427239944,1727151272,-15.24%,-18.12%,-0.53,2016-03-10,2018-09-07 15:00:00,5892
2,300573,兴齐眼药,15.91,0.15,0.95,3530,5643609,2.66,16.19,15.77,15.83,15.76,0.13,0.89,0.67,-,2.41,1272799988,834773827,-20.69%,-35.51%,0.06,2016-12-08,2018-09-07 15:00:00,3530
2,300125,易世达,15.95,0.15,0.95,3821,6088725,3.86,16.26,15.65,15.81,15.80,-0.19,2.01,0.22,63.01,3.56,2823149966,2765120039,-2.45%,-40.71%,0.44,2010-10-13,2018-09-07 15:00:00,3821
2,002770,科迪乳业,3.18,0.03,0.95,85434,27202802,1.90,3.21,3.15,3.16,3.15,0.32,0.76,1.47,26.85,2.04,3481679668,1854298641,-25%,-31.91%,0.00,2015-06-30,2018-09-07 15:00:00,85434
1,603008,喜临门,14.95,0.14,0.95,13866,20732421,1.76,15.08,14.82,14.86,14.81,0.27,0.65,0.43,24.03,2.09,5903123840,4777421939,-27.11%,-21.89%,-,2012-07-17,2018-09-07 15:00:00,13866
1,601616,广电电气,3.19,0.03,0.95,38000,12089614,1.27,3.20,3.16,3.18,3.16,0.31,0.96,0.41,81.26,1.26,2984484304,2984484329,4.59%,-18.62%,0.00,2011-02-01,2018-09-07 15:00:00,38000
2,000601,韶能股份,4.29,0.04,0.94,28034,12083151,2.35,4.36,4.26,4.31,4.25,0.00,0.76,0.26,11.36,1.11,4635566619,4632479513,-24.07%,-40.66%,0.00,1996-08-30,2018-09-07 15:00:00,28034
1,600216,浙江医药,9.64,0.09,0.94,146522,141007900,2.09,9.72,9.52,9.56,9.55,0.21,0.73,1.55,9.93,1.22,9308461452,9125221703,-26.19%,-31.49%,0.00,1999-10-21,2018-09-07 15:00:00,146522
